concentration,E/V
2e-05,-1.9701e-05
2e-05,-1.92872e-05
2e-05,-1.88793e-05
2e-05,-1.84843e-05
2e-05,-1.80887e-05
2e-05,-1.77032e-05
2e-05,-1.73306e-05
2e-05,-1.69635e-05
2e-05,-1.66031e-05
2e-05,-1.62473e-05
2e-05,-1.59031e-05
2e-05,-1.55642e-05
2e-05,-1.52305e-05
2e-05,-1.4908e-05
2e-05,-1.45901e-05
2e-05,-1.4277e-05
2e-05,-1.39734e-05
2e-05,-1.36746e-05
2e-05,-1.33817e-05
2e-05,-1.30897e-05
2e-05,-1.28031e-05
2e-05,-1.2519e-05
2e-05,-1.22418e-05
2e-05,-1.19688e-05
2e-05,-1.16977e-05
2e-05,-1.1436e-05
2e-05,-1.11705e-05
2e-05,-1.09086e-05
2e-05,-1.06544e-05
2e-05,-1.04023e-05
2e-05,-1.0156e-05
2e-05,-9.90581e-06
2e-05,-9.65674e-06
2e-05,-9.41462e-06
2e-05,-9.17508e-06
2e-05,-8.94136e-06
2e-05,-8.71165e-06
2e-05,-8.48568e-06
2e-05,-8.26263e-06
2e-05,-8.03306e-06
2e-05,-7.81661e-06
2e-05,-7.59921e-06
2e-05,-7.38147e-06
2e-05,-7.17404e-06
2e-05,-6.97049e-06
2e-05,-6.76564e-06
2e-05,-6.56129e-06
2e-05,-6.36094e-06
2e-05,-6.16011e-06
2e-05,-5.95954e-06
2e-05,-5.76296e-06
2e-05,-5.56548e-06
2e-05,-5.37116e-06
2e-05,-5.1765e-06
2e-05,-4.981e-06
2e-05,-4.78405e-06
2e-05,-4.58835e-06
2e-05,-4.39009e-06
2e-05,-4.19077e-06
2e-05,-3.99229e-06
2e-05,-3.79376e-06
2e-05,-3.59439e-06
2e-05,-3.43527e-06
2e-05,-3.23286e-06
2e-05,-3.02859e-06
2e-05,-2.82286e-06
2e-05,-2.61769e-06
2e-05,-2.41067e-06
2e-05,-2.20451e-06
2e-05,-1.99502e-06
2e-05,-1.78739e-06
2e-05,-1.57502e-06
2e-05,-1.36455e-06
2e-05,-1.14963e-06
2e-05,-9.37119e-07
2e-05,-7.21071e-07
2e-05,-5.06877e-07
2e-05,-2.91779e-07
2e-05,-7.74922e-08
2e-05,1.38071e-07
2e-05,3.53824e-07
2e-05,5.64212e-07
2e-05,7.83311e-07
2e-05,1.00621e-06
2e-05,1.22609e-06
2e-05,1.44616e-06
2e-05,1.66835e-06
2e-05,1.89548e-06
2e-05,2.12444e-06
2e-05,2.35741e-06
2e-05,2.59902e-06
2e-05,2.84691e-06
2e-05,3.10298e-06
2e-05,3.37049e-06
2e-05,3.65373e-06
2e-05,3.94586e-06
2e-05,4.2564e-06
2e-05,4.59011e-06
2e-05,4.94284e-06
2e-05,5.32208e-06
2e-05,5.72929e-06
2e-05,6.1653e-06
2e-05,6.63573e-06
2e-05,7.14058e-06
2e-05,7.69131e-06
2e-05,8.28074e-06
2e-05,8.91688e-06
2e-05,9.59852e-06
2e-05,1.03308e-05
2e-05,1.11239e-05
2e-05,1.19736e-05
2e-05,1.28929e-05
2e-05,1.38746e-05
2e-05,1.49266e-05
2e-05,1.605e-05
2e-05,1.7248e-05
2e-05,1.85178e-05
2e-05,1.98627e-05
2e-05,2.12866e-05
2e-05,2.28356e-05
2e-05,2.44093e-05
2e-05,2.60547e-05
2e-05,2.7779e-05
2e-05,2.9568e-05
2e-05,3.14318e-05
2e-05,3.33584e-05
2e-05,3.5351e-05
2e-05,3.74042e-05
2e-05,3.95162e-05
2e-05,4.16936e-05
2e-05,4.39185e-05
2e-05,4.6189e-05
2e-05,4.8513e-05
2e-05,5.0878e-05
2e-05,5.32771e-05
2e-05,5.56847e-05
2e-05,5.80821e-05
2e-05,6.04558e-05
2e-05,6.27957e-05
2e-05,6.50857e-05
2e-05,6.72841e-05
2e-05,6.93569e-05
2e-05,7.12858e-05
2e-05,7.30186e-05
2e-05,7.45456e-05
2e-05,7.58078e-05
2e-05,7.67812e-05
2e-05,7.7431e-05
2e-05,7.77968e-05
2e-05,7.78606e-05
2e-05,7.76161e-05
2e-05,7.71945e-05
2e-05,7.67101e-05
2e-05,7.62665e-05
2e-05,7.59688e-05
2e-05,7.5797e-05
2e-05,7.57088e-05
2e-05,7.56946e-05
2e-05,7.58165e-05
2e-05,7.61026e-05
2e-05,7.672e-05
2e-05,7.80543e-05
2e-05,8.03535e-05
2e-05,8.36855e-05
2e-05,8.79157e-05
2e-05,9.27404e-05
2e-05,9.78279e-05
2e-05,0.000102944
2e-05,0.000107896
2e-05,0.000112557
2e-05,0.000116772
2e-05,0.000120448
2e-05,0.000123439
2e-05,0.000125575
2e-05,0.000126686
2e-05,0.000126595
2e-05,0.00012519
2e-05,0.000122397
2e-05,0.00011831
2e-05,0.000112957
2e-05,0.000106333
2e-05,9.85352e-05
2e-05,8.99684e-05
2e-05,8.16978e-05
2e-05,7.51615e-05
2e-05,7.09806e-05
2e-05,6.84929e-05
2e-05,6.69287e-05
2e-05,6.57556e-05
2e-05,6.48487e-05
2e-05,6.40676e-05
2e-05,6.3389e-05
2e-05,6.27957e-05
2e-05,6.23043e-05
2e-05,6.18079e-05
2e-05,6.13637e-05
2e-05,6.10013e-05
2e-05,6.06529e-05
2e-05,6.03678e-05
2e-05,6.0112e-05
2e-05,5.98974e-05
2e-05,5.97158e-05
2e-05,5.95763e-05
2e-05,5.9449e-05
2e-05,5.93469e-05
2e-05,5.92585e-05
2e-05,5.91788e-05
2e-05,5.91036e-05
2e-05,5.90256e-05
2e-05,5.89427e-05
2e-05,5.88444e-05
2e-05,5.87209e-05
2e-05,5.85775e-05
2e-05,5.83861e-05
2e-05,5.81598e-05
2e-05,5.78768e-05
2e-05,5.75371e-05
2e-05,5.71308e-05
2e-05,5.66636e-05
2e-05,5.61469e-05
2e-05,5.55603e-05
2e-05,5.49239e-05
2e-05,5.42376e-05
2e-05,5.35029e-05
2e-05,5.27289e-05
2e-05,5.19198e-05
2e-05,5.10754e-05
2e-05,5.02181e-05
2e-05,4.93426e-05
2e-05,4.8467e-05
2e-05,4.76034e-05
2e-05,4.6766e-05
2e-05,4.59549e-05
2e-05,4.51831e-05
2e-05,4.44633e-05
2e-05,4.37923e-05
2e-05,4.31779e-05
2e-05,4.26248e-05
2e-05,4.21254e-05
2e-05,4.1687e-05
2e-05,4.12924e-05
2e-05,4.09376e-05
2e-05,4.06196e-05
2e-05,4.03273e-05
2e-05,4.00542e-05
2e-05,3.97983e-05
2e-05,3.95583e-05
2e-05,3.93231e-05
2e-05,3.90992e-05
2e-05,3.88817e-05
2e-05,3.86802e-05
2e-05,3.84939e-05
2e-05,3.8327e-05
2e-05,3.81799e-05
2e-05,3.80581e-05
2e-05,3.79524e-05
2e-05,3.78715e-05
2e-05,3.78073e-05
2e-05,3.77602e-05
2e-05,3.77319e-05
2e-05,3.77191e-05
2e-05,3.77255e-05
2e-05,3.77485e-05
2e-05,3.77907e-05
2e-05,3.78453e-05
2e-05,3.79219e-05
2e-05,3.79999e-05
2e-05,3.81072e-05
2e-05,3.82208e-05
2e-05,3.83525e-05
2e-05,3.8503e-05
2e-05,3.8666e-05
2e-05,3.88447e-05
2e-05,3.90288e-05
2e-05,3.92358e-05
2e-05,3.94445e-05
2e-05,3.96653e-05
2e-05,3.98971e-05
2e-05,4.01372e-05
2e-05,4.03756e-05
2e-05,4.06251e-05
2e-05,4.0881e-05
2e-05,4.11373e-05
2e-05,4.13982e-05
2e-05,4.16625e-05
2e-05,4.19289e-05
2e-05,4.21874e-05
2e-05,4.24607e-05
2e-05,4.27251e-05
2e-05,4.29933e-05
2e-05,4.32605e-05
2e-05,4.35226e-05
2e-05,4.3784e-05
2e-05,4.40359e-05
2e-05,4.42821e-05
2e-05,4.4526e-05
2e-05,4.47557e-05
2e-05,4.49755e-05
2e-05,4.51827e-05
2e-05,4.53801e-05
2e-05,4.55705e-05
2e-05,4.57535e-05
2e-05,4.59414e-05
2e-05,4.61122e-05
2e-05,4.62582e-05
2e-05,4.64003e-05
2e-05,4.65531e-05
2e-05,4.67025e-05
2e-05,4.68391e-05
2e-05,4.69578e-05
2e-05,4.70686e-05
2e-05,4.71721e-05
2e-05,4.72618e-05
2e-05,4.73558e-05
2e-05,4.74281e-05
2e-05,4.74567e-05
2e-05,4.74512e-05
2e-05,4.74158e-05
2e-05,4.73811e-05
2e-05,4.73244e-05
2e-05,4.72599e-05
2e-05,4.72145e-05
2e-05,4.71884e-05
2e-05,4.71918e-05
2e-05,4.71263e-05
2e-05,4.70981e-05
2e-05,4.70733e-05
2e-05,4.70457e-05
2e-05,4.70258e-05
2e-05,4.69935e-05
2e-05,4.69614e-05
2e-05,4.69482e-05
2e-05,4.6911e-05
2e-05,4.6885e-05
2e-05,4.68595e-05
2e-05,4.68405e-05
2e-05,4.68385e-05
2e-05,4.6847e-05
2e-05,4.68521e-05
2e-05,4.68342e-05
2e-05,4.68128e-05
2e-05,4.68155e-05
2e-05,4.67416e-05
2e-05,4.6702e-05
2e-05,4.66751e-05
2e-05,4.66555e-05
2e-05,4.66427e-05
2e-05,4.66082e-05
2e-05,4.65832e-05
2e-05,4.6558e-05
2e-05,4.65589e-05
2e-05,4.65626e-05
2e-05,4.65965e-05
2e-05,4.66488e-05
2e-05,4.67408e-05
2e-05,4.68573e-05
2e-05,4.70254e-05
2e-05,4.72448e-05
2e-05,4.74882e-05
2e-05,4.77715e-05
2e-05,4.80835e-05
2e-05,4.84521e-05
2e-05,4.88624e-05
2e-05,4.93236e-05
2e-05,4.98386e-05
2e-05,5.03871e-05
2e-05,5.09798e-05
2e-05,5.16277e-05
2e-05,5.23102e-05
2e-05,5.30554e-05
2e-05,5.38411e-05
2e-05,5.46882e-05
2e-05,5.55743e-05
2e-05,5.64972e-05
2e-05,5.74537e-05
2e-05,5.84665e-05
2e-05,5.95144e-05
2e-05,6.06346e-05
2e-05,6.17949e-05
2e-05,6.30085e-05
2e-05,6.42485e-05
2e-05,6.55487e-05
2e-05,6.68992e-05
2e-05,6.83025e-05
2e-05,6.97546e-05
2e-05,7.12618e-05
2e-05,7.28191e-05
2e-05,7.44333e-05
2e-05,7.6079e-05
2e-05,7.78063e-05
2e-05,7.95297e-05
2e-05,8.13535e-05
2e-05,8.32391e-05
2e-05,8.51674e-05
2e-05,8.71516e-05
2e-05,8.91859e-05
2e-05,9.12652e-05
2e-05,9.34034e-05
2e-05,9.56113e-05
2e-05,9.7892e-05
2e-05,0.000100254
2e-05,0.000102644
2e-05,0.000105111
2e-05,0.000107638
2e-05,0.000110234
2e-05,0.000112897
2e-05,0.000115626
2e-05,0.000118435
2e-05,0.000121312
2e-05,0.000124264
2e-05,0.000127302
2e-05,0.000130434
2e-05,0.00013362
2e-05,0.000136855
2e-05,0.000140157
2e-05,0.000143529
2e-05,0.00014696
2e-05,0.000150444
2e-05,0.000153986
2e-05,0.000157563
2e-05,0.000161193
2e-05,0.000164856
2e-05,0.000168548
2e-05,0.000172264
2e-05,0.000175994
2e-05,0.000179747
2e-05,0.000183497
2e-05,0.000187307
2e-05,0.00019111
2e-05,0.000194963
2e-05,0.000198829
2e-05,0.000202716
2e-05,0.000206646
2e-05,0.000210571
2e-05,0.000215009
2e-05,0.000218979
2e-05,0.000222957
2e-05,0.000227024
2e-05,0.000231035
2e-05,0.000235071
2e-05,0.000239123
2e-05,0.000243177
2e-05,0.000247247
2e-05,0.000251291
2e-05,0.000255355
2e-05,0.000259455
2e-05,0.000263523
2e-05,0.00026758
2e-05,0.000271621
2e-05,0.000275655
2e-05,0.000279689
2e-05,0.000283657
2e-05,0.000287608
2e-05,0.000291538
2e-05,0.000295478
2e-05,0.000299331
2e-05,0.000303148
2e-05,0.000306974
2e-05,0.00031071
2e-05,0.00031445
2e-05,0.000318127
2e-05,0.000321758
2e-05,0.000325389
2e-05,0.00032894
2e-05,0.00033248
2e-05,0.000335921
2e-05,0.000339386
2e-05,0.000342721
2e-05,0.000346087
2e-05,0.000349389
2e-05,0.000352681
2e-05,0.000355908
2e-05,0.000359096
2e-05,0.00036214
2e-05,0.000365169
2e-05,0.00036822
2e-05,0.000371121
2e-05,0.0003741
2e-05,0.000376831
2e-05,0.000379711
2e-05,0.000382706
2e-05,0.000385636
2e-05,0.000388418
2e-05,0.000391198
2e-05,0.000393938
2e-05,0.000396517
2e-05,0.000388906
2e-05,0.000381667
2e-05,0.000374792
2e-05,0.000368074
2e-05,0.00036155
2e-05,0.000355139
2e-05,0.000348939
2e-05,0.000342776
2e-05,0.000336648
2e-05,0.000330503
2e-05,0.000324627
2e-05,0.000318879
2e-05,0.000313113
2e-05,0.000307433
2e-05,0.000301636
2e-05,0.000295492
2e-05,0.000290145
2e-05,0.0002848
2e-05,0.000279387
2e-05,0.000274143
2e-05,0.000269314
2e-05,0.000263644
2e-05,0.000258597
2e-05,0.000253546
2e-05,0.000248681
2e-05,0.000243784
2e-05,0.000238906
2e-05,0.000234087
2e-05,0.00022836
2e-05,0.000223445
2e-05,0.000219342
2e-05,0.000215866
2e-05,0.000211676
2e-05,0.000206894
2e-05,0.000202262
2e-05,0.000197915
2e-05,0.000193639
2e-05,0.000189173
2e-05,0.00018498
2e-05,0.000180927
2e-05,0.000176721
2e-05,0.000173165
2e-05,0.000168656
2e-05,0.000163267
2e-05,0.000158225
2e-05,0.000154609
2e-05,0.000152268
2e-05,0.000148274
2e-05,0.000144238
2e-05,0.000140642
2e-05,0.000136559
2e-05,0.000133731
2e-05,0.000131697
2e-05,0.00012882
2e-05,0.000125677
2e-05,0.000122378
2e-05,0.000118898
2e-05,0.000116052
2e-05,0.000113023
2e-05,0.00011007
2e-05,0.000107179
2e-05,0.000104353
2e-05,0.000101644
2e-05,9.85518e-05
2e-05,9.58768e-05
2e-05,9.32547e-05
2e-05,9.07479e-05
2e-05,8.82408e-05
2e-05,8.57484e-05
2e-05,8.3273e-05
2e-05,8.08938e-05
2e-05,7.83465e-05
2e-05,7.59843e-05
2e-05,7.36648e-05
2e-05,7.13744e-05
2e-05,6.91406e-05
2e-05,6.69203e-05
2e-05,6.48195e-05
2e-05,6.32111e-05
2e-05,6.12142e-05
2e-05,5.91009e-05
2e-05,5.71028e-05
2e-05,5.51441e-05
2e-05,5.32262e-05
2e-05,5.13829e-05
2e-05,4.95057e-05
2e-05,4.77827e-05
2e-05,4.59969e-05
2e-05,4.43616e-05
2e-05,4.2632e-05
2e-05,4.10669e-05
2e-05,3.95363e-05
2e-05,3.80511e-05
2e-05,3.66039e-05
2e-05,3.47457e-05
2e-05,3.34035e-05
2e-05,3.20647e-05
2e-05,3.0916e-05
2e-05,2.97003e-05
2e-05,2.84903e-05
2e-05,2.73726e-05
2e-05,2.62271e-05
2e-05,2.52393e-05
2e-05,2.42598e-05
2e-05,2.32822e-05
2e-05,2.24235e-05
2e-05,2.1584e-05
2e-05,2.08173e-05
2e-05,1.99758e-05
2e-05,1.91321e-05
2e-05,1.83422e-05
2e-05,1.76607e-05
2e-05,1.69945e-05
2e-05,1.63811e-05
2e-05,1.57939e-05
2e-05,1.52446e-05
2e-05,1.47203e-05
2e-05,1.42275e-05
2e-05,1.37642e-05
2e-05,1.33336e-05
2e-05,1.2916e-05
2e-05,1.25278e-05
2e-05,1.21719e-05
2e-05,1.18184e-05
2e-05,1.14848e-05
2e-05,1.1187e-05
2e-05,1.0882e-05
2e-05,1.06185e-05
2e-05,1.03515e-05
2e-05,1.01163e-05
2e-05,9.88077e-06
2e-05,9.67802e-06
2e-05,9.45922e-06
2e-05,9.28517e-06
2e-05,9.08779e-06
2e-05,8.93563e-06
2e-05,8.75962e-06
2e-05,8.61575e-06
2e-05,8.46139e-06
2e-05,8.33582e-06
2e-05,8.20498e-06
2e-05,8.08046e-06
2e-05,7.96206e-06
2e-05,7.84602e-06
2e-05,7.74291e-06
2e-05,7.63477e-06
2e-05,7.54266e-06
2e-05,7.44566e-06
2e-05,7.36313e-06
2e-05,7.27913e-06
2e-05,7.19562e-06
2e-05,7.11032e-06
2e-05,7.02839e-06
2e-05,6.94248e-06
2e-05,6.87123e-06
2e-05,6.79499e-06
2e-05,6.71374e-06
2e-05,6.63741e-06
2e-05,6.56565e-06
2e-05,6.49769e-06
2e-05,6.42888e-06
2e-05,6.35942e-06
2e-05,6.29362e-06
2e-05,6.2401e-06
2e-05,6.17079e-06
2e-05,6.11241e-06
2e-05,6.04945e-06
2e-05,5.97962e-06
2e-05,5.91988e-06
2e-05,5.86317e-06
2e-05,5.80576e-06
2e-05,5.73625e-06
2e-05,5.69051e-06
2e-05,5.61858e-06
2e-05,5.57756e-06
2e-05,5.49918e-06
2e-05,5.44625e-06
2e-05,5.38121e-06
2e-05,5.32055e-06
2e-05,5.26079e-06
2e-05,5.19861e-06
2e-05,5.14065e-06
2e-05,5.07416e-06
2e-05,5.01748e-06
2e-05,4.95549e-06
2e-05,4.897e-06
2e-05,4.83524e-06
2e-05,4.77768e-06
2e-05,4.7133e-06
2e-05,4.67496e-06
2e-05,4.59303e-06
2e-05,4.54034e-06
2e-05,4.46428e-06
2e-05,4.42499e-06
2e-05,4.35431e-06
2e-05,4.29635e-06
2e-05,4.23129e-06
2e-05,4.18928e-06
2e-05,4.11067e-06
2e-05,4.07453e-06
2e-05,3.9642e-06
2e-05,3.91147e-06
2e-05,3.75682e-06
2e-05,3.68819e-06
2e-05,3.60823e-06
2e-05,3.52721e-06
2e-05,3.41088e-06
2e-05,3.29286e-06
2e-05,3.2762e-06
2e-05,3.26149e-06
2e-05,3.12152e-06
2e-05,3.04023e-06
2e-05,2.90563e-06
2e-05,2.88543e-06
2e-05,2.79496e-06
2e-05,2.69536e-06
2e-05,2.55705e-06
2e-05,2.79499e-06
2e-05,2.53458e-06
2e-05,2.41215e-06
2e-05,2.3417e-06
2e-05,2.20111e-06
2e-05,2.09157e-06
2e-05,2.00892e-06
2e-05,1.90174e-06
2e-05,1.88667e-06
2e-05,1.78601e-06
2e-05,1.71315e-06
2e-05,1.63943e-06
2e-05,1.46952e-06
2e-05,1.39708e-06
2e-05,1.26117e-06
2e-05,1.20105e-06
2e-05,1.15422e-06
2e-05,1.24487e-06
2e-05,8.48059e-07
2e-05,7.77525e-07
2e-05,7.66346e-07
2e-05,6.78639e-07
2e-05,5.55891e-07
2e-05,4.4553e-07
2e-05,3.17194e-07
2e-05,2.68626e-07
2e-05,1.76687e-07
2e-05,7.14172e-08
2e-05,-5.46405e-08
2e-05,-1.33947e-07
2e-05,-2.26467e-07
2e-05,-3.32084e-07
2e-05,-4.17988e-07
2e-05,-5.11905e-07
2e-05,-6.0299e-07
2e-05,-6.94195e-07
2e-05,-7.74792e-07
2e-05,-8.61707e-07
2e-05,-9.40866e-07
2e-05,-1.02942e-06
2e-05,-1.11594e-06
2e-05,-1.20162e-06
2e-05,-1.28964e-06
2e-05,-1.38011e-06
2e-05,-1.4838e-06
2e-05,-1.58765e-06
2e-05,-1.69756e-06
2e-05,-1.80785e-06
2e-05,-1.92199e-06
2e-05,-2.0412e-06
2e-05,-2.72329e-06
2e-05,-2.86736e-06
2e-05,-3.02433e-06
2e-05,-3.19364e-06
2e-05,-3.37759e-06
2e-05,-3.56406e-06
2e-05,-3.76056e-06
2e-05,-3.9618e-06
2e-05,-4.17304e-06
2e-05,-4.39515e-06
2e-05,-4.62705e-06
2e-05,-4.86853e-06
2e-05,-5.12402e-06
2e-05,-5.3878e-06
2e-05,-5.66007e-06
2e-05,-5.95163e-06
2e-05,-6.2443e-06
2e-05,-6.56371e-06
2e-05,-6.89054e-06
2e-05,-7.23312e-06
2e-05,-7.58647e-06
2e-05,-7.96207e-06
2e-05,-8.34555e-06
2e-05,-8.74831e-06
2e-05,-9.15953e-06
2e-05,-9.59366e-06
2e-05,-1.00393e-05
2e-05,-1.05003e-05
2e-05,-1.09754e-05
2e-05,-1.14699e-05
2e-05,-1.19777e-05
2e-05,-1.24968e-05
2e-05,-1.30389e-05
2e-05,-1.35999e-05
2e-05,-1.41744e-05
2e-05,-1.47665e-05
2e-05,-1.5376e-05
2e-05,-1.60023e-05
2e-05,-1.66443e-05
2e-05,-1.73046e-05
2e-05,-1.79767e-05
2e-05,-1.86682e-05
2e-05,-1.93758e-05
2e-05,-2.009e-05
2e-05,-2.08235e-05
2e-05,-2.15635e-05
2e-05,-2.22778e-05
2e-05,-2.30395e-05
2e-05,-2.3808e-05
2e-05,-2.4579e-05
2e-05,-2.53587e-05
2e-05,-2.61278e-05
2e-05,-2.69058e-05
2e-05,-2.76741e-05
2e-05,-2.8437e-05
2e-05,-2.91914e-05
2e-05,-2.99317e-05
2e-05,-3.06545e-05
2e-05,-3.13584e-05
2e-05,-3.20395e-05
2e-05,-3.27039e-05
2e-05,-3.33406e-05
2e-05,-3.39485e-05
2e-05,-3.45326e-05
2e-05,-3.50955e-05
2e-05,-3.56323e-05
2e-05,-3.61474e-05
2e-05,-3.66445e-05
2e-05,-3.71247e-05
2e-05,-3.75892e-05
2e-05,-3.80377e-05
2e-05,-3.84752e-05
2e-05,-3.89064e-05
2e-05,-3.93187e-05
2e-05,-3.97175e-05
2e-05,-4.01081e-05
2e-05,-4.04909e-05
2e-05,-4.08482e-05
2e-05,-4.11949e-05
2e-05,-4.15233e-05
2e-05,-4.18266e-05
2e-05,-4.2113e-05
2e-05,-4.23717e-05
2e-05,-4.26108e-05
2e-05,-4.28136e-05
2e-05,-4.30045e-05
2e-05,-4.31622e-05
2e-05,-4.3302e-05
2e-05,-4.34166e-05
2e-05,-4.35202e-05
2e-05,-4.36045e-05
2e-05,-4.36757e-05
2e-05,-4.37385e-05
2e-05,-4.37897e-05
2e-05,-4.38301e-05
2e-05,-4.3876e-05
2e-05,-4.3923e-05
2e-05,-4.39649e-05
2e-05,-4.40161e-05
2e-05,-4.40634e-05
2e-05,-4.41193e-05
2e-05,-4.41773e-05
2e-05,-4.42517e-05
2e-05,-4.43211e-05
2e-05,-4.43946e-05
2e-05,-4.44825e-05
2e-05,-4.45804e-05
2e-05,-4.4681e-05
2e-05,-4.47922e-05
2e-05,-4.49075e-05
2e-05,-4.50305e-05
2e-05,-4.51609e-05
2e-05,-4.5304e-05
2e-05,-4.54459e-05
2e-05,-4.55955e-05
2e-05,-4.57582e-05
2e-05,-4.5927e-05
2e-05,-4.61023e-05
2e-05,-4.62866e-05
2e-05,-4.64783e-05
2e-05,-4.66769e-05
2e-05,-4.68834e-05
2e-05,-4.71018e-05
2e-05,-4.73244e-05
2e-05,-4.75475e-05
2e-05,-4.77881e-05
2e-05,-4.80332e-05
2e-05,-4.82916e-05
2e-05,-4.85612e-05
2e-05,-4.8837e-05
2e-05,-4.91246e-05
2e-05,-4.94355e-05
2e-05,-4.97785e-05
2e-05,-5.01492e-05
2e-05,-5.05557e-05
2e-05,-5.10078e-05
2e-05,-5.15076e-05
2e-05,-5.20367e-05
2e-05,-5.25774e-05
2e-05,-5.31241e-05
2e-05,-5.36624e-05
2e-05,-5.42033e-05
2e-05,-5.47428e-05
2e-05,-5.52863e-05
2e-05,-5.58337e-05
2e-05,-5.63961e-05
2e-05,-5.69601e-05
2e-05,-5.75422e-05
2e-05,-5.81332e-05
2e-05,-5.87369e-05
2e-05,-5.93485e-05
2e-05,-5.9969e-05
2e-05,-6.05931e-05
2e-05,-6.12295e-05
2e-05,-6.18664e-05
2e-05,-6.25092e-05
2e-05,-6.31488e-05
2e-05,-6.37882e-05
2e-05,-6.44197e-05
2e-05,-6.50524e-05
2e-05,-6.56733e-05
2e-05,-6.62879e-05
2e-05,-6.69105e-05
2e-05,-6.75215e-05
2e-05,-6.81181e-05
2e-05,-6.87039e-05
2e-05,-6.92626e-05
2e-05,-6.98163e-05
2e-05,-7.0353e-05
2e-05,-7.08744e-05
2e-05,-7.13822e-05
2e-05,-7.18714e-05
2e-05,-7.23496e-05
2e-05,-7.28122e-05
2e-05,-7.32652e-05
2e-05,-7.37084e-05
2e-05,-7.41505e-05
2e-05,-7.45573e-05
2e-05,-7.49717e-05
2e-05,-7.53739e-05
2e-05,-7.57841e-05
2e-05,-7.61618e-05
2e-05,-7.65398e-05
2e-05,-7.69327e-05
2e-05,-7.72914e-05
2e-05,-7.76573e-05
2e-05,-7.80275e-05
2e-05,-7.84006e-05
2e-05,-7.87498e-05
2e-05,-7.91043e-05
2e-05,-7.94818e-05
2e-05,-7.98515e-05
2e-05,-8.01956e-05
2e-05,-8.05479e-05
2e-05,-8.09405e-05
2e-05,-8.13108e-05
2e-05,-8.16433e-05
2e-05,-8.20489e-05
2e-05,-8.24404e-05
2e-05,-8.28149e-05
2e-05,-8.31906e-05
2e-05,-8.35948e-05
2e-05,-8.39547e-05
2e-05,-8.43746e-05
2e-05,-8.47784e-05
2e-05,-8.51966e-05
2e-05,-8.56208e-05
2e-05,-8.61646e-05
2e-05,-8.66944e-05
2e-05,-8.71556e-05
2e-05,-8.76619e-05
2e-05,-8.81366e-05
2e-05,-8.8637e-05
2e-05,-8.92356e-05
2e-05,-8.97856e-05
2e-05,-9.03327e-05
2e-05,-9.09143e-05
2e-05,-9.14524e-05
2e-05,-9.20805e-05
2e-05,-9.27225e-05
2e-05,-9.34023e-05
2e-05,-9.41333e-05
2e-05,-9.47139e-05
2e-05,-9.53244e-05
2e-05,-9.59783e-05
2e-05,-9.65344e-05
2e-05,-9.72218e-05
2e-05,-9.77476e-05
2e-05,-9.84023e-05
2e-05,-9.893e-05
2e-05,-9.96363e-05
2e-05,-0.00010037
2e-05,-0.000101041
2e-05,-0.000101756
2e-05,-0.000102416
2e-05,-0.000103076
2e-05,-0.000103627
2e-05,-0.000104387
2e-05,-0.000105051
2e-05,-0.000105778
2e-05,-0.000106464
2e-05,-0.000107082
2e-05,-0.000107856
2e-05,-0.000108674
2e-05,-0.000109417
2e-05,-0.000110319
2e-05,-0.000110855
2e-05,-0.000111599
2e-05,-0.00011237
2e-05,-0.000113047
2e-05,-0.000113676
2e-05,-0.000114548
2e-05,-0.000115406
2e-05,-0.000112771
2e-05,-0.000110291
2e-05,-0.000107836
2e-05,-0.000105614
2e-05,-0.000103826
2e-05,-0.000101788
2e-05,-0.000100126
2e-05,-9.83931e-05
2e-05,-9.65563e-05
2e-05,-9.47872e-05
2e-05,-9.33289e-05
2e-05,-9.17585e-05
2e-05,-9.05656e-05
2e-05,-8.8964e-05
2e-05,-8.74174e-05
2e-05,-8.61105e-05
2e-05,-8.47082e-05
2e-05,-8.33338e-05
2e-05,-8.19493e-05
2e-05,-8.0566e-05
2e-05,-7.9347e-05
2e-05,-7.81783e-05
2e-05,-7.68764e-05
2e-05,-7.5823e-05
2e-05,-7.48289e-05
2e-05,-7.3665e-05
2e-05,-7.23908e-05
2e-05,-7.11761e-05
2e-05,-6.99329e-05
2e-05,-6.88438e-05
2e-05,-6.78352e-05
2e-05,-6.68701e-05
2e-05,-6.59436e-05
2e-05,-6.48736e-05
2e-05,-6.37855e-05
2e-05,-6.28051e-05
2e-05,-6.19078e-05
2e-05,-6.10082e-05
2e-05,-6.01869e-05
2e-05,-5.93349e-05
2e-05,-5.84164e-05
2e-05,-5.74667e-05
2e-05,-5.65953e-05
2e-05,-5.55944e-05
2e-05,-5.47896e-05
2e-05,-5.40135e-05
2e-05,-5.31172e-05
2e-05,-5.21825e-05
2e-05,-5.13116e-05
2e-05,-5.05102e-05
2e-05,-4.96268e-05
2e-05,-4.87903e-05
2e-05,-4.79655e-05
2e-05,-4.71876e-05
2e-05,-4.63938e-05
2e-05,-4.55623e-05
2e-05,-4.48112e-05
2e-05,-4.40176e-05
2e-05,-4.32013e-05
2e-05,-4.24491e-05
2e-05,-4.17472e-05
2e-05,-4.10082e-05
2e-05,-4.02061e-05
2e-05,-3.95718e-05
2e-05,-3.88438e-05
2e-05,-3.8153e-05
2e-05,-3.74377e-05
